"","groupid","groupid2","MPCAID","parameter","Pollutant","poc","year","scheduled","count_valid","pct_complete","count_zero","pct_zero","count_detect","pct_detect","average","X2nd_high","std_dev","confidence.95.","CAS","Site","AQS_ID_text","AQS_ID_num","City","Site_Name","Report_Name","RegionName","Region2","Site_Description","Address","UTM_zone","UTM_easting","UTM_north","km_mean","km_sd","km_UCL"
"4240","446.43248.1","446.43248.1.2011",446,43248,"Cyclohexane",1,2011,61,49,0.803278689,0,0,26,0.530612245,0.092228571,0.2719,0.075590219,0.021712046,"110-82-7","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.113528571,0.06049299,0.130904186
"4241","446.43447.1","446.43447.1.2011",446,43447,"Vinyl Acetate",1,2011,61,49,0.803278689,1,0.020408163,37,0.755102041,0.750126531,2.1866,0.673893122,0.193564705,"108-05-4","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.782389796,0.6521538,0.969710239
"4242","446.43502.1","446.43502.1.2011",446,43502,"Formaldehyde",1,2011,61,51,0.836065574,0,0,51,1,1.391313725,3.105,0.644809517,0.181355599,"50-00-0","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,1.391313725,0.6512257,1.574473905
"4243","446.43503.1","446.43503.1.2011",446,43503,"Acetaldehyde",1,2011,61,54,0.885245902,0,0,54,1,1.062725926,2.3824,0.403654831,0.11017656,"75-07-0","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,1.062725926,0.4074451,1.17393703
"4244","446.43504.1","446.43504.1.2011",446,43504,"Propionaldehyde",1,2011,61,54,0.885245902,0,0,52,0.962962963,0.179466667,0.419,0.073244555,0.019991915,"123-38-6","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.180227778,0.07276143,0.200087825
"4245","446.43510.1","446.43510.1.2011",446,43510,"Butyraldehyde",1,2011,61,54,0.885245902,0,0,54,1,0.395940741,0.8001,0.17192389,0.046926189,"123-72-8","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.395940741,0.1735382,0.443307552
"4246","446.43551.1","446.43551.1.2011",446,43551,"Acetone",1,2011,61,50,0.819672131,0,0,50,1,2.080202,3.6372,0.725535264,0.206194841,"67-64-1","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,2.080202,0.7329013,2.288490245
"4247","446.43559.1","446.43559.1.2011",446,43559,"Methyl Butyl Ketone",1,2011,61,49,0.803278689,13,0.265306122,18,0.367346939,0.140616327,0.762,0.190780961,0.05479869,"591-78-6","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.196128571,0.1627732,0.242882493
"4248","446.43801.1","446.43801.1.2011",446,43801,"Chloromethane",1,2011,61,48,0.786885246,0,0,48,1,1.016310417,1.3599,0.145844622,0.042348864,"74-87-3","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,1.016310417,0.147388,1.059107431
"4249","446.43802.1","446.43802.1.2011",446,43802,"Dichloromethane",1,2011,61,48,0.786885246,0,0,48,1,0.254477083,0.528,0.099921499,0.029014179,"75-09-2","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.254477083,0.1009789,0.283798299
"4250","446.43803.1","446.43803.1.2011",446,43803,"Chloroform",1,2011,61,47,0.770491803,0,0,11,0.234042553,0.200810638,1.1816,0.312431512,0.091733328,"67-66-3","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.274548936,0.2948168,0.361110391
"4251","446.43804.1","446.43804.1.2011",446,43804,"Carbon Tetrachloride",1,2011,61,48,0.786885246,0,0,48,1,0.485991667,0.7046,0.07725854,0.022433542,"56-23-5","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.485991667,0.07807611,0.508662606
"4252","446.43811.1","446.43811.1.2011",446,43811,"Trichlorofluoromethane",1,2011,61,49,0.803278689,0,0,49,1,1.269302041,1.6518,0.157566131,0.045258277,"75-69-4","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,1.269302041,0.159199,1.315029333
"4253","446.43814.1","446.43814.1.2011",446,43814,"Methyl Chloroform",1,2011,61,49,0.803278689,0,0,8,0.163265306,0.059108163,0.1855,0.049991684,0.014359288,"71-55-6","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.136695918,0.01618971,0.141346146
"4254","446.43823.1","446.43823.1.2011",446,43823,"Dichlorodifluoromethane",1,2011,61,48,0.786885246,0,0,48,1,2.708935417,4.9007,0.881679178,0.256012946,"75-71-8","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,2.708935417,0.8910094,2.967657577
"4255","446.45201.1","446.45201.1.2011",446,45201,"Benzene",1,2011,61,49,0.803278689,0,0,49,1,0.401746939,0.6805,0.183047286,0.052577319,"71-43-2","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.401746939,0.1849442,0.454869116
"4256","446.45202.1","446.45202.1.2011",446,45202,"Toluene",1,2011,61,49,0.803278689,0,0,40,0.816326531,0.503906122,1.6431,0.383565875,0.110172983,"108-88-3","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.516063265,0.377143,0.624391383
"4257","446.45208.1","446.45208.1.2011",446,45208,"1,2,4-Trimethylbenzene",1,2011,61,49,0.803278689,4,0.081632653,5,0.102040816,0.121089796,0.5948,0.154142362,0.044274856,"95-63-6","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.411640816,0.05984933,0.428831551
"4258","446.45501.1","446.45501.1.2011",446,45501,"Benzaldehyde",1,2011,61,54,0.885245902,0,0,54,1,0.078907407,0.2398,0.051312246,0.014005547,"100-52-7","Bayport (446)","27-163-0446",271630446,"Bayport","Point Rd.","Bayport-Point Rd","Metro","Suburban","0","22 Point Rd.",15,517823,4986085,0.078907407,0.05179406,0.093044464
"4259","470.42153.1","470.42153.1.2011",470,42153,"Carbon Disulfide",1,2011,61,54,0.885245902,1,0.018518519,9,0.166666667,0.049374074,0.4142,0.084433213,0.023045831,"75-15-0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.077316667,0.08016486,0.099197462
"4260","470.43205.1","470.43205.1.2011",470,43205,"Propylene",1,2011,61,51,0.836065574,0,0,51,1,0.995278431,1.7968,0.549100795,0.154437087,"115-07-1","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.995278431,0.5545646,1.151252238
"4261","470.43207.1","470.43207.1.2011",470,43207,"Freon 113",1,2011,61,54,0.885245902,0,0,54,1,0.533909259,0.7281,0.071062662,0.019396373,"76-13-1","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.533909259,0.07172993,0.553487761
"4262","470.43208.1","470.43208.1.2011",470,43208,"Freon 114",1,2011,61,54,0.885245902,0,0,41,0.759259259,0.114168519,0.1468,0.014904794,0.004068226,"76-14-2","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.116242593,0.01278386,0.119731915
"4263","470.43218.1","470.43218.1.2011",470,43218,"1,3-Butadiene",1,2011,61,53,0.868852459,1,0.018867925,16,0.301886792,0.063696226,0.1703,0.045732821,0.012605527,"106-99-0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.086116981,0.03119098,0.09471428
"4264","470.43231.1","470.43231.1.2011",470,43231,"N-Hexane",1,2011,61,51,0.836065574,0,0,50,0.980392157,0.488413725,2.1607,0.578495701,0.162704538,"110-54-3","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.489172549,0.5838354,0.653378901
"4265","470.43232.1","470.43232.1.2011",470,43232,"N-Heptane",1,2011,61,52,0.852459016,0,0,36,0.692307692,0.217990385,0.5655,0.138280218,0.038497458,"142-82-5","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.229553846,0.1292905,0.265548551
"4266","470.43248.1","470.43248.1.2011",470,43248,"Cyclohexane",1,2011,61,52,0.852459016,0,0,40,0.769230769,0.153171154,0.4027,0.104282395,0.029032404,"110-82-7","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.161388462,0.09698875,0.188390302
"4267","470.43447.1","470.43447.1.2011",470,43447,"Vinyl Acetate",1,2011,61,54,0.885245902,0,0,40,0.740740741,0.619446296,1.9119,0.511376035,0.139578789,"108-05-4","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.654068519,0.4839382,0.78615822
"4268","470.43502.1","470.43502.1.2011",470,43502,"Formaldehyde",1,2011,61,55,0.901639344,0,0,55,1,1.784683636,3.3845,0.74177044,0.200528639,"50-00-0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.784683636,0.7486072,1.98706051
"4269","470.43503.1","470.43503.1.2011",470,43503,"Acetaldehyde",1,2011,61,55,0.901639344,0,0,55,1,1.138254545,2.0727,0.390251404,0.105499732,"75-07-0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.138254545,0.3938483,1.244726655
"4270","470.43504.1","470.43504.1.2011",470,43504,"Propionaldehyde",1,2011,61,55,0.901639344,0,0,55,1,0.200136364,0.428,0.093830009,0.025365805,"123-38-6","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.200136364,0.09469482,0.22573596
"4271","470.43510.1","470.43510.1.2011",470,43510,"Butyraldehyde",1,2011,61,55,0.901639344,0,0,55,1,0.458903636,0.7664,0.1674708,0.045273699,"123-72-8","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.458903636,0.1690143,0.504594602
"4272","470.43551.1","470.43551.1.2011",470,43551,"Acetone",1,2011,61,53,0.868852459,0,0,53,1,2.433130189,3.745,0.796869617,0.219644469,"67-64-1","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,2.433130189,0.8044953,2.654876557
"4273","470.43552.1","470.43552.1.2011",470,43552,"Methyl Ethyl Ketone",1,2011,61,49,0.803278689,0,0,48,0.979591837,0.773316327,1.8197,0.422510226,0.121359107,"78-93-3","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.774218367,0.4255737,0.896457406
"4274","470.43559.1","470.43559.1.2011",470,43559,"Methyl Butyl Ketone",1,2011,61,54,0.885245902,11,0.203703704,17,0.314814815,0.100451852,0.4957,0.13043271,0.035601277,"591-78-6","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.159772222,0.1044504,0.188281693
"4275","470.43801.1","470.43801.1.2011",470,43801,"Chloromethane",1,2011,61,52,0.852459016,0,0,52,1,1.007117308,1.3006,0.110773686,0.030839591,"74-87-3","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.007117308,0.1118544,1.038257772
"4276","470.43802.1","470.43802.1.2011",470,43802,"Dichloromethane",1,2011,61,53,0.868852459,0,0,53,1,0.271784906,0.5436,0.10132994,0.027929991,"75-09-2","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.271784906,0.1022996,0.299982168
"4277","470.43803.1","470.43803.1.2011",470,43803,"Chloroform",1,2011,61,50,0.819672131,0,0,9,0.18,0.15058,0.6884,0.260096031,0.073918474,"67-66-3","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.26035,0.2407405,0.328767693
"4278","470.43804.1","470.43804.1.2011",470,43804,"Carbon Tetrachloride",1,2011,61,54,0.885245902,0,0,54,1,0.49292963,0.6732,0.069571662,0.018989408,"56-23-5","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.49292963,0.07022493,0.512097346
"4279","470.43811.1","470.43811.1.2011",470,43811,"Trichlorofluoromethane",1,2011,61,54,0.885245902,0,0,54,1,1.302324074,1.663,0.15746699,0.042980215,"75-69-4","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.302324074,0.1589456,1.345707871
"4280","470.43823.1","470.43823.1.2011",470,43823,"Dichlorodifluoromethane",1,2011,61,52,0.852459016,0,0,52,1,2.693228846,4.5792,0.847657835,0.235989448,"75-71-8","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,2.693228846,0.8559279,2.931520695
"4281","470.45201.1","470.45201.1.2011",470,45201,"Benzene",1,2011,61,54,0.885245902,0,0,54,1,0.473883333,0.9392,0.202829393,0.055361767,"71-43-2","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.473883333,0.2047339,0.529764931
"4282","470.45202.1","470.45202.1.2011",470,45202,"Toluene",1,2011,61,52,0.852459016,0,0,50,0.961538462,0.756234615,2.8075,0.616871922,0.17173824,"108-88-3","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.758915385,0.6205119,0.931667001
"4283","470.45501.1","470.45501.1.2011",470,45501,"Benzaldehyde",1,2011,61,55,0.901639344,0,0,55,1,0.144712727,0.5698,0.122507457,0.033118405,"100-52-7","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.144712727,0.1236366,0.178136382
"4284","7549.42153.1","7549.42153.1.2011",7549,42153,"Carbon Disulfide",1,2011,61,47,0.770491803,0,0,33,0.70212766,0.106282979,0.7162,0.141786305,0.041630019,"75-15-0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.110376596,0.142084,0.152094021
"4285","7549.43207.1","7549.43207.1.2011",7549,43207,"Freon 113",1,2011,61,47,0.770491803,0,0,47,1,0.551138298,0.7281,0.06630406,0.019467601,"76-13-1","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.551138298,0.06702088,0.570816366
"4286","7549.43208.1","7549.43208.1.2011",7549,43208,"Freon 114",1,2011,61,47,0.770491803,0,0,42,0.893617021,0.115997872,0.1538,0.01827537,0.00536585,"76-14-2","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.117934043,0.01426512,0.122122439
"4287","7549.43218.1","7549.43218.1.2011",7549,43218,"1,3-Butadiene",1,2011,61,46,0.754098361,0,0,23,0.5,0.075463043,0.1394,0.042776951,0.012703186,"106-99-0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.090954348,0.0299104,0.09983664
"4288","7549.43447.1","7549.43447.1.2011",7549,43447,"Vinyl Acetate",1,2011,61,47,0.770491803,0,0,42,0.893617021,0.807370213,2.757,0.827929933,0.243089335,"108-05-4","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.814412766,0.8323804,1.058808807
"4289","7549.43502.1","7549.43502.1.2011",7549,43502,"Formaldehyde",1,2011,61,48,0.786885246,0,0,48,1,2.192122917,4.2846,1.034802156,0.300475224,"50-00-0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,2.192122917,1.045753,2.495777935
"4290","7549.43503.1","7549.43503.1.2011",7549,43503,"Acetaldehyde",1,2011,61,50,0.819672131,0,0,50,1,1.141092,2.2347,0.542750033,0.154247853,"75-07-0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,1.141092,0.5482603,1.296905853
"4291","7549.43504.1","7549.43504.1.2011",7549,43504,"Propionaldehyde",1,2011,61,50,0.819672131,1,0.02,42,0.84,0.134824,0.2401,0.054862933,0.015591873,"123-38-6","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.137524,0.05122191,0.152081106
"4292","7549.43510.1","7549.43510.1.2011",7549,43510,"Butyraldehyde",1,2011,61,50,0.819672131,0,0,50,1,0.605796,2.0236,1.136980675,0.323126333,"123-72-8","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.605796,1.148524,0.932202909
"4293","7549.43559.1","7549.43559.1.2011",7549,43559,"Methyl Butyl Ketone",1,2011,61,47,0.770491803,18,0.382978723,9,0.191489362,0.05596383,0.1843,0.064193303,0.01884786,"591-78-6","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.13057234,0.02382917,0.137568846
"4294","7549.43802.1","7549.43802.1.2011",7549,43802,"Dichloromethane",1,2011,61,46,0.754098361,0,0,46,1,0.27843913,0.8348,0.155620446,0.046213568,"75-09-2","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.27843913,0.1573401,0.325163372
"4295","7549.43804.1","7549.43804.1.2011",7549,43804,"Carbon Tetrachloride",1,2011,61,47,0.770491803,0,0,47,1,0.504104255,0.7487,0.07761072,0.022787361,"56-23-5","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.504104255,0.07844978,0.527137973
"4296","7549.43811.1","7549.43811.1.2011",7549,43811,"Trichlorofluoromethane",1,2011,61,47,0.770491803,0,0,47,1,1.308612766,1.6069,0.148410442,0.043574938,"75-69-4","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,1.308612766,0.1500149,1.352658791
"4297","7549.45201.1","7549.45201.1.2011",7549,45201,"Benzene",1,2011,61,46,0.754098361,0,0,46,1,0.48636087,0.8817,0.176680531,0.052467641,"71-43-2","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.48636087,0.1786329,0.539408293
"4298","7549.45501.1","7549.45501.1.2011",7549,45501,"Benzaldehyde",1,2011,61,50,0.819672131,0,0,50,1,0.093448,0.2067,0.040199812,0.01142466,"100-52-7","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.093448,0.04060794,0.104988649
"4299","868.42153.1","868.42153.1.2011",868,42153,"Carbon Disulfide",1,2011,61,56,0.918032787,0,0,7,0.125,0.061339286,0.1308,0.238738326,0.063934541,"75-15-0","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.086660714,0.2534386,0.154532014
"4300","868.43205.1","868.43205.1.2011",868,43205,"Propylene",1,2011,61,51,0.836065574,0,0,51,1,1.402156863,3.2132,0.654098204,0.183968084,"115-07-1","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,1.402156863,0.6606068,1.58795552
"4301","868.43207.1","868.43207.1.2011",868,43207,"Freon 113",1,2011,61,56,0.918032787,0,0,56,1,0.546183929,0.7281,0.06726173,0.018012809,"76-13-1","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.546183929,0.06787045,0.564359754
"4302","868.43208.1","868.43208.1.2011",868,43208,"Freon 114",1,2011,61,55,0.901639344,0,0,45,0.818181818,0.114636364,0.1538,0.017855545,0.00482703,"76-14-2","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.117054545,0.01414022,0.120877182
"4303","868.43218.1","868.43218.1.2011",868,43218,"1,3-Butadiene",1,2011,61,56,0.918032787,0,0,46,0.821428571,0.133921429,0.3606,0.076302808,0.020434025,"106-99-0","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.139569643,0.07029233,0.158394052
"4304","868.43231.1","868.43231.1.2011",868,43231,"N-Hexane",1,2011,61,51,0.836065574,0,0,51,1,0.911527451,4.9628,1.091436616,0.306971495,"110-54-3","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.911527451,1.102297,1.221553478
"4305","868.43232.1","868.43232.1.2011",868,43232,"N-Heptane",1,2011,61,54,0.885245902,0,0,50,0.925925926,0.432962963,1.6147,0.411428341,0.11229832,"142-82-5","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.434551852,0.4143602,0.547650415
"4306","868.43248.1","868.43248.1.2011",868,43248,"Cyclohexane",1,2011,61,52,0.852459016,0,0,45,0.865384615,0.250211538,1.3321,0.281837904,0.078464174,"110-82-7","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.254123077,0.2823999,0.332743711
"4307","868.43447.1","868.43447.1.2011",868,43447,"Vinyl Acetate",1,2011,61,56,0.918032787,0,0,41,0.732142857,0.738789286,2.8661,0.85140367,0.228007392,"108-05-4","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.773939286,0.835822,0.997773879
"4308","868.43502.1","868.43502.1.2011",868,43502,"Formaldehyde",1,2011,61,55,0.901639344,0,0,55,1,2.20382,4.2136,0.797348255,0.215553427,"50-00-0","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,2.20382,0.8046972,2.421360125
"4309","868.43503.1","868.43503.1.2011",868,43503,"Acetaldehyde",1,2011,61,56,0.918032787,0,0,56,1,1.3758375,2.793,0.485025994,0.129890809,"75-07-0","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,1.3758375,0.4894155,1.506903827
"4310","868.43504.1","868.43504.1.2011",868,43504,"Propionaldehyde",1,2011,61,56,0.918032787,0,0,55,0.982142857,0.209942857,0.4456,0.087701712,0.023486672,"123-38-6","St. Paul Ramsey Health","27-123-0868",271230868,"St. Paul","Ramsey Health Center","St. Paul-Ramsey Health Center","Metro","Urban","MPCA 0868  NEW ST PAUL APEX SITE","555 Cedar St",15,492232,4977473,0.210226786,0.08808613,0.233816406
